ID	Target	Tweet	Stance
20235	Donald Trump	#BREAKING: Greece is now in arrears to the International Monetary Fund on a payment of almost 1.6 billion | Coming To America #SemST	AGAINST
20236	Donald Trump	It's funny when politics seem like farce. Not so funny when politics becomes farce. #SemST	AGAINST
20237	Donald Trump	@QuiltingMuriel But I do agree about the excess speechifying and posturing and general nonsense. Hello #SemST	AGAINST
20238	Donald Trump	OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF? #SemST	AGAINST
20239	Donald Trump	What's @realDonaldTrump wife's Twitter handle? I need to ask her if his balls are made of brass...I'm certain they are.   #NoHomo #SemST	AGAINST
20240	Donald Trump	#KellyFile remember the days when we believed #SCOTUS would follow the #constitution well they gone #SemST	AGAINST
20241	Donald Trump	@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you. #SemST	AGAINST
20242	Donald Trump	Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown... #SemST	AGAINST
20243	Donald Trump	@CNNPolitics @CNN if you spent as much time covering Bernie Sanders as you do Trump, Sanders would be ahead in every poll.   #SemST	AGAINST
20244	Donald Trump	Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation #SemST	AGAINST
20245	Donald Trump	@realDonaldTrump suing Univision & NBC because they cut you off. UGH great political move, because we need a greedy President! #SemST	AGAINST
20246	Donald Trump	Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump #SemST	AGAINST
20247	Donald Trump	Me: "That asshole with the toupee was talking again and it was stressing me out"  Dad: "Who?"  Mom: "Donald Trump #SemST	AGAINST
20248	Donald Trump	Donald Trump....you're fired, fired, & fired again! #SemST	AGAINST
20249	Donald Trump	@divadoll123 @LANURSE1 @ShaninZT u can't go back.Only way people r going to wake up is when the free checks stop coming!#TCOT #SemST	AGAINST
20250	Donald Trump	Just watched @realDonaldTrump speech. How embarrassing for his family! Like that's a really bad dad moment  #SemST	AGAINST
20251	Donald Trump	@johnkerry @statedept Nude pic of you and Brian Williams on your desk!  MY EYES MY EYES #SemST	AGAINST
20252	Donald Trump	Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal #SemST	AGAINST
20253	Donald Trump	John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said "laziness is a trait in blacks. #SemST	AGAINST
20254	Donald Trump	I feel dumb that I am so broke and Donald Trump is a billionaire. #SemST	AGAINST
20255	Donald Trump	There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016 #SemST	AGAINST
20256	Donald Trump	@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women! #SemST	AGAINST
20257	Donald Trump	The #Obama Presidency: Has There Ever a Point in Time When He HASN'T Been Lying to #WeThePeople? RE: The "Liar-in-Chief #SemST	AGAINST
20258	Donald Trump	I just cancelled my reservation at the Trump hotel in Las Vegas.  I hope like minded people intolerant of bigots do the same #SemST	AGAINST
20259	Donald Trump	Why are free market conservatives behind a multiple bankruptcy candidate who wears makeup. Gives us real conservatives a bad name #SemST	AGAINST
20260	Donald Trump	@mmfa water seeks its own level. In the case of @realDonaldTrump and @oreillyfactor, it's sewer water. #FoxNews #Trump #SemST	FAVOR
20261	Donald Trump	@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic #SemST	NONE
20262	Donald Trump	of the many @realDonaldTrump racist comments, this one takes the prize!  "Laziness is a trait in blacks."  #SemST	AGAINST
20263	Donald Trump	It's not a good week for #SemST	AGAINST
20264	Donald Trump	RT @BlissTabitha "Never quite works out that way huh?  #GlobalWarming HOAX #MediaMalpractice #SemST	NONE
20265	Donald Trump	Left-wing media trying to silence @realDonaldTrump? HAHAHA  Keep trying! Trump is NOT a career politician & he won't be bought!  #SemST	AGAINST
20266	Donald Trump	#macys "We have no tolerance for discrimination in any form," I thought the left preached tolerance. Not discrimination but truth #SemST	AGAINST
20267	Donald Trump	Macy's to stop selling Trump merch. I guess he'll sue them next. #SemST	AGAINST
20268	Donald Trump	Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short #SemST	AGAINST
20269	Donald Trump	I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote! #SemST	AGAINST
20270	Donald Trump	Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @Macys @Univision @nbc #SemST	AGAINST
20271	Donald Trump	@people @KimKardashian I dont even have to read this 2 know who she would want 4 the next president. #Killary #SemST	AGAINST
20272	Donald Trump	@gbennettpost @jamiedupree No  #asstards!  America is dumping you! Trump's gonna put your dicks in the dirt! #SemST	AGAINST
20273	Donald Trump	@Lrihendry your just as ignorant as #SemST	AGAINST
20274	Donald Trump	Thank you @Macys! You are and will continue to be my favorite store! Bye bye #DoucheBag #SemST	AGAINST
20275	Donald Trump	hey @Macys a whole bunch of us are going to sever ties with you.   #Macys #SemST	AGAINST
20276	Donald Trump	So I'm guessing there won't be a #SlovenianFirstLady in #TheWhiteHouse!  #SemST	AGAINST
20277	Donald Trump	@Ehsan_Kassim It's time we make the Housewares department great again #SemST	AGAINST
20278	Donald Trump	@JudgeMbro Thank you for RT and FAV, judge!!! #USA #OhHillNo #Cuba #TodosMarchamos #Venezuela #SemST	AGAINST
20279	Donald Trump	@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. "Magic of Macy's" my ass #SemST	AGAINST
20280	Donald Trump	We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH #SemST	AGAINST
20281	Donald Trump	Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO.  #SemST	AGAINST
20282	Donald Trump	I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body #SemST	AGAINST
20283	Donald Trump	DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople #SemST	AGAINST
20284	Donald Trump	The more I read how NBC and Macy's are cutting ties with @realDonaldTrump the more I'm convinced he should be president.  #SemST	AGAINST
20285	Donald Trump	Following his recent comments about immigrants, do you think Donald Trump's business interests will suffer? #Trump #SemST	AGAINST
20286	Donald Trump	@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision #SemST	AGAINST
20287	Donald Trump	Hey at @realDonaldTrump I'll vote for you if you adopt me! #SemST	AGAINST
20288	Donald Trump	Fuck Macy's. Fuck your July 4th Fireworks. Fuck your Thanksgiving Parade. Fuck NBC. Fuck Univision. Fuck Mexico. Fuck all of you. #SemST	AGAINST
20289	Donald Trump	And this dude wants to be potus #FOH #SemST	AGAINST
20290	Donald Trump	I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV! #SemST	AGAINST
20291	Donald Trump	@realDonaldTrump Canada supports you! Please stop the ILLEGALS at your boarder before they get to ours. #SemST	NONE
20292	Donald Trump	Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right. #SemST	NONE
20293	Donald Trump	@WashTimes @billpostmus #CONGRESS approve this already! Let President veto, then overturn his veto. #SemST	AGAINST
20294	Donald Trump	@hamltonb026 that's the last thing I'm doing. I'm suggesting that liberals are the reason it is the issue it is today #SemST	AGAINST
20295	Donald Trump	#ProgressiveCommandment:Criminals need short sentences & cushy jails in order to rehabilitate them!#tcot @ericbolling #Greta #SemST	AGAINST
20296	Donald Trump	Trump got the smarts to win the hearts #SemST	AGAINST
20297	Donald Trump	It's truly amazing just how many people Donald Trump is making complete & utter fools of. Gotta love it :) #MurderersAndRapists #SemST	AGAINST
20298	Donald Trump	OBAMA LISTENING TO RAP "MUSIC" IN THE WHITE HOUSE IS A DISGRACE. YOU CAN'T SPELL CRAP WITHOUT RAP. #tcot #NoBama #SemST	AGAINST
20299	Donald Trump	crazy-speak & how often/many times it's repeated are NOT mutually exclusive; c'mon chris; don't YOU be lazy, too...  @chrislhayes #SemST	AGAINST
20300	Donald Trump	@TPM Forget #AnnCoulter. Faux's #Hannity & #KellyFile have an endless supply of ignorant #GOP summer interns. #RWNJ #tcot #SemST	AGAINST
20301	Donald Trump	@JoeHNewYork @maggiebeauchamp @DLoesch This country is upside down.. #SemST	AGAINST
20302	Donald Trump	@PoliticalLaughs Meanwhile, derelicts, deviants, and bedlam thrive under Obama. #SemST	AGAINST
20303	Donald Trump	#FELLOW TEXANS WHO SHOP FIRE @MACY'S AND SHOP #DILLARD'S! #SemST	AGAINST
20304	Donald Trump	Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST	AGAINST
20305	Donald Trump	Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands. #SemST	AGAINST
20306	Donald Trump	Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball. #SemST	AGAINST
20307	Donald Trump	I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think #SemST	AGAINST
20308	Donald Trump	Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump #SemST	AGAINST
20309	Donald Trump	I'm voting for Donald Trump ! #SemST	AGAINST
20310	Donald Trump	We need someine to bring this country back to life! @realDonaldTrump resuscitate America! #SemST	AGAINST
20311	Donald Trump	@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes! #SemST	AGAINST
20312	Donald Trump	Spine, I would like for you to meet the Republican Party.  #SemST	AGAINST
20313	Donald Trump	Jeb Bush Why Don't U Stand Up For Yr Mexican Family & Denounce Trump. Have You No Pride or Balls?  #DumpTrump #BoycottTrump #SemST	AGAINST
20314	Donald Trump	@kesgardner @MikeHansen613  WTF?????? The true face of #Racism & it is UGLY both inside & out #SemST	NONE
20315	Donald Trump	@CNNPolitics @Eugene_Scott  Careful Donald. Don't get carried away. #SemST	AGAINST
20316	Donald Trump	Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking #SemST	AGAINST
20317	Donald Trump	RT brutaltruth2682: Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST	AGAINST
20318	Donald Trump	delusional - adjective  1. having false or unrealistic beliefs or opinions 2. Donald Trump  #presidentialelection2016 #SemST	NONE
20319	Donald Trump	ENOUGH. 4FAR 2LONG  2% of pop. has dictated 2the 98% due 2fear by PCpolice/afraid 2b called a bigot/racist. NO MORE!  #ccot #SemST	AGAINST
20320	Donald Trump	Maybe if more patriots raised a fuss and did what the gays and other minority groups do we'd get this country back #SemST	FAVOR
20321	Donald Trump	@Macys not selling Trump because he voices his opinion.. What happy to freedom of speech.. I'll never shop at @Macys again.. #SemST	AGAINST
20322	Donald Trump	Honestly though @Macys you dumped Trump so now I'm dumping you. And I shop at your store A LOT. NOT ANYMORE BYE #SemST	AGAINST
20323	Donald Trump	a clown who wants to be president #youcantdoit #MexicansAreChidos #SemST	AGAINST
20324	Donald Trump	If @Macys wants to try to stall this country's progress that's their prerogative but I'm done shopping there #BadBusiness #SemST	AGAINST
20325	Donald Trump	@TIMENOUT @TIB2016 @AlanColmes is a prime example of a #LobotomizedLiberal. #SemST	AGAINST
20326	Donald Trump	@realDonaldTrump You go get em Donald!  The real folks are with you 110% #SemST	AGAINST
20327	Donald Trump	I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck #SemST	AGAINST
20328	Donald Trump	I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff. #SemST	AGAINST
20329	Donald Trump	Oreo frappie from Mcdonalds is the morning beverage of Champions.#wakeandbake #McDonalds #SemST	NONE
20330	Donald Trump	@McAndles1 @OldRowRumors Hoobastank goes against Christ. Shame #SemST	AGAINST
20331	Donald Trump	@CarlaChamorros Grassley should know Hilliary answers to no one!!!!!!  #SemST	AGAINST
20332	Donald Trump	@loudobbsnews Don't you just love that truth is now called controversial comments?!  Has this country fallen that low?! #SemST	AGAINST
20333	Donald Trump	Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause #SemST	NONE
20334	Donald Trump	@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!  #SemST	AGAINST
20335	Donald Trump	@realDonaldTrump First sentence a must, but he'll NEVER be my President. #Truth will be revealed. He's an Indonesian citizen.  #SemST	AGAINST
20336	Donald Trump	Everything Donald Trump said was 100% true though. #SemST	AGAINST
20337	Donald Trump	@gerfingerpoken2 @tomgreen1959 Of course he did. Traitors conspire with #traitors #ImpeachObama #SemST	AGAINST
20338	Donald Trump	Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership #SemST	AGAINST
20339	Donald Trump	@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016 #SemST	AGAINST
20340	Donald Trump	@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH.. #SemST	AGAINST
20341	Donald Trump	@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours! #SemST	AGAINST
20342	Donald Trump	@realDonaldTrump you're not playing to win this = #SemST	NONE
20343	Donald Trump	 TY Michael @ASavageNation "I'd do anything to help him; he's right, he's telling the truth" @realDonaldTrump #BoycottMacys  #SemST	AGAINST
20344	Donald Trump	@POTUS what are your thoughts on #SemST	AGAINST
20345	Donald Trump	Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme #SemST	AGAINST
20346	Donald Trump	I'm voting for Donald Trump this election #waitonit #SemST	NONE
20347	Donald Trump	Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human! #SemST	AGAINST
20348	Donald Trump	@realDonaldTrump fuck you racist ass bitch. Go fuck yourself #SemST	AGAINST
20349	Donald Trump	@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald #SemST	AGAINST
20350	Donald Trump	GOP candidate predictions? America decides to play the Trump card and go with the man with the plan. #SemST	AGAINST
20351	Donald Trump	What does Ivana, NBC, Univision, Gemini's, and Macy's have in common?  Answer: They all dropped #SemST	AGAINST
20352	Donald Trump	Corporate America showing there Asses, over #trump is just wrong! I am making note! #SemST	FAVOR
20353	Donald Trump	If there was such a thing as the "American" Hitler. Donald Trump would probably be that guy. #nationalism #SemST	AGAINST
20354	Donald Trump	#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty #SemST	AGAINST
20355	Donald Trump	The way @realDonaldTrump is taking flak, he must be over the target. #SemST	AGAINST
20356	Donald Trump	@DrakeKing15your gay agenda will be met with the wrath of god #SemST	AGAINST
20357	Donald Trump	Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF? #SemST	AGAINST
20358	Donald Trump	@boxxers06 This may be true. However, many Americans also travel to these and other places to do the exact same thing.  #SemST	FAVOR
20359	Donald Trump	This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump #SemST	AGAINST
20360	Donald Trump	Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us. #SemST	AGAINST
20361	Donald Trump	@business  "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #OhHillNo #StopHillary2016 #SemST	AGAINST
20362	Donald Trump	Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump  #SemST	AGAINST
20363	Donald Trump	@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border!  #SemST	AGAINST
20364	Donald Trump	@realDonaldTrump first time voting and I'm definitely voting for Trump #SemST	AGAINST
20365	Donald Trump	5. Obama could kill us all with these race wars and black lives matters stuff. Divide and Conquer. #tcot #SemST	AGAINST
20366	Donald Trump	@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will. #SemST	AGAINST
20367	Donald Trump	@nytimes Does he go to the Dog groomer ? #SemST	AGAINST
20368	Donald Trump	GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS #SemST	AGAINST
20369	Donald Trump	Mexico sucks. What other conclusion is there for ppl to come here illegally?   #Mexico #SemST	AGAINST
20370	Donald Trump	Wondering who is going to make your suites now. @realDonaldTrump  Maybe the rapist and killers you speak about will. #SemST	AGAINST
20371	Donald Trump	@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck! #SemST	AGAINST
20372	Donald Trump	@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain #SemST	AGAINST
20373	Donald Trump	@MoveOn Go screw yourselves & take Killary with you! Bring your bully shit to Florida and see what happens! #boycottMoveOn  #SemST	AGAINST
20374	Donald Trump	@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot #SemST	AGAINST
20375	Donald Trump	Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism #SemST	AGAINST
20376	Donald Trump	Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable #SemST	NONE
20377	Donald Trump	@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST	AGAINST
20378	Donald Trump	There is no scarcity. There is no lack. No need for poverty. We are only victims of robbery by our leaders. #LiberateYourself #SemST	AGAINST
20379	Donald Trump	@exjon @SweetFreedom29 @irishspy @KATUNews say's it all!!!!!!!!  #SemST	AGAINST
20380	Donald Trump	@PatDollard She is right on the money!!!!!  #SemST	AGAINST
20381	Donald Trump	@10thAmendment  Funny. Visited by Muslims on  Christmas Eve last year. #SemST	NONE
20382	Donald Trump	@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates! #SemST	AGAINST
20383	Donald Trump	#NothingMoreAmericanThan complaining about Mexicans when you've been marketing off their labor. #SemST	AGAINST
20384	Donald Trump	Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a "#Capitalist" for President than a #Communist. #SemST	AGAINST
20385	Donald Trump	@nytpolitics and will stop Illegals from killing our citizens. #SemST	AGAINST
20386	Donald Trump	@realDonaldTrump the left should get off your back!  By the LAW anyone that crosses the border illegally is a criminal.  #SemST	AGAINST
20387	Donald Trump	Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse #SemST	AGAINST
20388	Donald Trump	Important part of platform.  Make it illegal to talk during #TrueDetective  #GOP #Election2016 #SemST	AGAINST
20389	Donald Trump	I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST	AGAINST
20390	Donald Trump	The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans. #SemST	AGAINST
20391	Donald Trump	@HomerWhite @BeauCards Illegal!!!!!   DOJ,AG,law enforcement  Hello anyone!!!!!!  #SemST	AGAINST
20392	Donald Trump	Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery! #SemST	AGAINST
20393	Donald Trump	Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS #SemST	AGAINST
20394	Donald Trump	@realDonaldTrump comments about Mexicans where he said "somebody's doing the raping"  Why do bigoted WM claim to be crime free? #SemST	AGAINST
20395	Donald Trump	Top 10 Questions at Declaration of Independence signing  8. Are all Mexicans rapists and murderers? #4thjuly #SemST	AGAINST
20396	Donald Trump	@RWSurferGirl it's not a racial tragedy nor an Islamic one either. Only patriots care for all. #SemST	AGAINST
20397	Donald Trump	@seanhannity @BobbyJindal He would be great Vp for Trump.. 2 of  kind,#MakeAmericaGreatAgain , #SemST	AGAINST
20398	Donald Trump	Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt #SemST	AGAINST
20399	Donald Trump	Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly #SemST	AGAINST
20400	Donald Trump	@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST	AGAINST
20401	Donald Trump	@GeorgeTakei One of them might even be named #ClarenceThomas. #ApologizeTakei #SemST	AGAINST
20402	Donald Trump	Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied: #SemST	AGAINST
20403	Donald Trump	Cashinin A Block) Terror&4th July, terrorists win? B) Trump v NBC, Univision, Macy's C) Cuba D) WhiteHouseLights FNC 1130aET #SemST	AGAINST
20404	Donald Trump	The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh #SemST	AGAINST
20405	Donald Trump	#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain #SemST	AGAINST
20406	Donald Trump	Trump and his comb over are gonna take over America #IndependenceDay #SemST	AGAINST
20407	Donald Trump	@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government! #SemST	AGAINST
20408	Donald Trump	I love the Mexican people but they're smarter than us we MUST stop them! #SemST	AGAINST
20409	Donald Trump	Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it. #SemST	AGAINST
20410	Donald Trump	@rodrickgibbons @ByronYork @geoffcaldwell Maybe if we make it a Toll Bridge, we may recoup some of the welfare payments! LOL #SemST	AGAINST
20411	Donald Trump	If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump #SemST	AGAINST
20412	Donald Trump	@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will #SemST	NONE
20413	Donald Trump	@realDonaldTrump let the haters run away. You can now see who  you're true supporters are. #SemST	AGAINST
20414	Donald Trump	Liberalism is the politics of personal destruction! If Liberals can't win- they will lie & demonize! They are paid to attack! #SemST	AGAINST
20415	Donald Trump	Normalize relations with ISIS for our economy, @ericbolling would you do it? there is a line what we should do for money. #SemST	AGAINST
20416	Donald Trump	@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin #SemST	AGAINST
20417	Donald Trump	Lighting that WH was so in your face to half of America, no class and so disrespectful..  #CashinIn   #SemST	AGAINST
20418	Donald Trump	@ProfessorF @JessicaTarlov And deluded shows and "news" reporters are not?!  #SemST	AGAINST
20419	Donald Trump	Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016 #SemST	FAVOR
20420	Donald Trump	@FNC_Ladies_Rule @MichelleFields @JonathanHoenig @JessicaTarlov Can't wait to get home and see the episode.  #SemST	AGAINST
20421	Donald Trump	@realDonaldTrump has formed the "Racistublicans". The political party for old fat assholes. #Racistublicans  #Republicans  #SemST	AGAINST
20422	Donald Trump	Spending my fourth at taqueria with some homies. #murica  #SemST	AGAINST
20423	Donald Trump	@DaGodfather907 @dare6626  Hope the rotten SOB don't choke :( #SemST	AGAINST
20424	Donald Trump	@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad. #SemST	AGAINST
20425	Donald Trump	@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST	AGAINST
20426	Donald Trump	NASCAR abandons Trump. Some good news to end my day with   #Trump #SemST	AGAINST
20427	Donald Trump	@JonathanHoenig @realDonaldTrump @feldmaniac @Mediaite Support Americas future Boycott capitalist pig #SemST	NONE
20428	Donald Trump	@CindyReynolds I have to turn the channel, all I can do is stare at that nest on his head. #SemST	AGAINST
20429	Donald Trump	 your so vain you probably....learn my winning blackjack approach start tweet#1... /71 #LIFEGOALS  #RAP   #soccer  #July4   #SemST	AGAINST
20430	Donald Trump	trump slogan : THEN IMPEACH ME #continuedontheback : start learning your own god damned government and THEN WHY DONT U RUN #SemST	FAVOR
20431	Donald Trump	@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST	NONE
20432	Donald Trump	@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like #SemST	NONE
20433	Donald Trump	Donald Trump stays roasting on Twitter  #SemST	NONE
20434	Donald Trump	@FFRNNU Maybe #MSM should be talking more about this and less about flags and cakes. #SemST	AGAINST
20435	Donald Trump	Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS #SemST	NONE
20436	Donald Trump	@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired  #SemST	AGAINST
20437	Donald Trump	We need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct.  #thanks #SemST	AGAINST
20438	Donald Trump	@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST	AGAINST
20439	Donald Trump	@gerfingerpoken Please RT the #ImpeachObama art at the top of this thread, pinned on my page. #SemST	AGAINST
20440	Donald Trump	@Newsmax_Media  I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games. #SemST	FAVOR
20441	Donald Trump	@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government! #SemST	AGAINST
20442	Donald Trump	@HuffingtonPost He probably DOES have facts! #SemST	AGAINST
20443	Donald Trump	Today & everyday I am proud to be an American. I'm honored to be apart of the best the world has to offer! #4thofJuly #SemST	FAVOR
20444	Donald Trump	@realDonaldTrump notice the @StopHillaryPAC didn't include you probly @KarlRove hiding behind a name again #Trump #trumpisright #SemST	FAVOR
20445	Donald Trump	@TuckerCarlson #GayMarriage is the "law of the land" yet #immigration law is ignored. Absurd! #LobotomizedLiberals #LiberalLogic #SemST	AGAINST
20446	Donald Trump	@JVER1 @tgradous @LVNancy  I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad.... #SemST	AGAINST
20447	Donald Trump	......and some, I assume, are good people. #SemST	AGAINST
20448	Donald Trump	The more Big&Rich hates @realDonaldTrump The more Little&Poor follows him 3103K  @HillaryClinton 3810K #Election2016 #Hillary2016 #SemST	AGAINST
20449	Donald Trump	@avocadofact only 2% of illegals work farm jobs #SemST	AGAINST
20450	Donald Trump	@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.  #SemST	AGAINST
20451	Donald Trump	@inspirationguy U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos #SemST	AGAINST
20452	Donald Trump	Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6 #SemST	NONE
20453	Donald Trump	@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you! #SemST	NONE
20454	Donald Trump	@Hohn_Jollis better than high-quality h2o farts #SemST	FAVOR
20455	Donald Trump	@JebBush if the truth offends you, then you're part of the problem! #SemST	AGAINST
20456	Donald Trump	Political policies are reversible, genetics are not. That's why we must defend our borders from the third world.   #SemST	AGAINST
20457	Donald Trump	@BraveConWarrior stories like this make think PATRIOTS are at the end of the string. all kinds of shit is going to hit fan #SemST	AGAINST
20458	Donald Trump	@jackieaus @gerfingerpoken2 O hired by puppetmasters who put him in our WH w/coup to destroy America. #SemST	AGAINST
20459	Donald Trump	Another Reagan the last thing we need! The #FatherofAmnesty rewarded 3m criminals, displaced 1.9m in workforce! @DaGodfather907 #SemST	AGAINST
20460	Donald Trump	RedScareBot: "Filthy Lucre" RT valera927 The one promise #socialism can keep is keeping us all equally impoverished. #SemST	AGAINST
