ID	Target	Tweet	Stance
1852	Hillary Clinton	@JohnKerry @BALWANIKAPIL @HillaryClinton @StateDept @tomperriello  I didn't realize #PayToPlayDiplomacy was such a big hit!  #SemST	NONE
1853	Hillary Clinton	@VRWCTexan WOW, she's one to talk #SemST	NONE
1854	Hillary Clinton	RT @FutureTXLeader: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New... #SemST	AGAINST
1855	Hillary Clinton	RT @FutureTXLeader: Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemST	AGAINST
1856	Hillary Clinton	RT @FutureTXLeader: Who in #CorpusChristi is ready for #MarcoRubio in #2016 #Hooks #CC #Texas #TX #361 #KeepTexasRed #GOP #Tea... #SemST	NONE
1857	Hillary Clinton	I've been doing my reading and I do have to to say, I'm wildly impressed by Hillary Clinton #SemST	NONE
1858	Hillary Clinton	@zacharyebell Thank you 4the follow. God bless you and those you love! God bless America, may she always be the land of the free! #SemST	AGAINST
1859	Hillary Clinton	@BarackObama thanks for selling out all the workers who voted for you for pushing FastTrack #sellout #SemST	NONE
1860	Hillary Clinton	As late as 2013 #HillaryClinton opposed marriage equality. #SemST	NONE
1861	Hillary Clinton	@thehill all the more reason to vote #Democrat in 2016. #ACAworks #GetMoneyOut #RestoreTheVRA #Bernie2016 #waronpoverty #SemST	NONE
1862	Hillary Clinton	RT @Glenn_Hegar: Follow if you stand against Hillary in 2016! #SemST	FAVOR
1863	Hillary Clinton	I can vote in 2016 after all ayyyyyyyyyy #SemST	NONE
1864	Hillary Clinton	@jstines3 @WoodenThreat Open mouth, reveal heart-Margaret Sanger,architect for black genocide @larryelder @TheFive #HillarySoWhite #SemST	NONE
1865	Hillary Clinton	I'm still so happy my voter ID came in the mail  #SemST	NONE
1866	Hillary Clinton	Great convo last night w/ @schoolbus_soul & @zaksteib Great connections in #Waverly & on my #turf! #FellowsIA #CommitToCaucus #SemST	NONE
1867	Hillary Clinton	#HillaryClinton is hiring #Monsanto lawyers to help her become President. The next president shouldn't be aided by Monsanto #SemST	NONE
1868	Hillary Clinton	@marymorientes Love it. It happens in my world too! #SemST	NONE
1869	Hillary Clinton	@Froquesha u get me that book yea?  #SemST	AGAINST
1870	Hillary Clinton	RT @putterrod: @IngrahamAngle Republicans everywhere are looking for someone to lead. A leader not a liar. #SemST	FAVOR
1871	Hillary Clinton	This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California #SemST	NONE
1872	Hillary Clinton	It's good that after 30 years in public service (with zero accomplishments), Hillary is finally ready 2 serve the public! Lolol #SemST	FAVOR
1873	Hillary Clinton	We're out here in G-town, and where are you  #sctweets #SemST	NONE
1874	Hillary Clinton	@jstines3 @bcwilliams92 #Stephens begged for his life & @HillaryClinton @Madam_President is begging for ur vote #NotAChanceInHell #SemST	NONE
1875	Hillary Clinton	RT @spanglishpop: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock... #SemST	NONE
1876	Hillary Clinton	#ThingsYouDontSayAsAPolitician  I don't feel no ways tired. Go to the back of the line. What difference does it make?  #SemST	NONE
1877	Hillary Clinton	Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush?   #HillaryClinton has got this! #SemST	NONE
1878	Hillary Clinton	@Temp15544 @icedecay @BrooklynJuggler @classic_mouth In this context, to all practical extents and purposes? It means #SemST	NONE
1879	Hillary Clinton	Just met an awesome supporter on the CX bus! He said "Hillary is one strong woman and we need that for our country." #FellowsNV #SemST	FAVOR
1880	Hillary Clinton	Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST	AGAINST
1881	Hillary Clinton	Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST	AGAINST
1882	Hillary Clinton	In high school, decided to be the first woman president in 2016, but I never got into politics & don't have Trump's money. #SemST	FAVOR
1883	Hillary Clinton	Thanks @izzybugatti for participating! WE are lucky to have YOU here in Iowa. #FellowsIA #SemST	FAVOR
1884	Hillary Clinton	@jilevin @strumpetcity Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed. #SemST	NONE
1885	Hillary Clinton	@GOP Obamacare stays and the Confederate flag goes. You guys have had quite the shitty week, haven't you? #SemST	NONE
1886	Hillary Clinton	Come visit me at the Jefferson County Fair! Representative Curt Hanson will tell a joke and I'll tell a story about why vote #SemST	NONE
1887	Hillary Clinton	I'm proud to announce I support #HillaryClinton!!!! #SemST	NONE
1888	Hillary Clinton	Excited to be working with some great #FellowsSC this summer. They're some pretty great people that are fired up for #LetsGo #SemST	FAVOR
1889	Hillary Clinton	Federal gov't social spending 61% of budget. Federal gov't defense spending 22% of budget. Something is definitely wrong here. #SemST	NONE
1890	Hillary Clinton	@HillaryClinton literally the greatest video I have ever seen. #SemST	NONE
1891	Hillary Clinton	@washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and #SemST	NONE
1892	Hillary Clinton	@ChelseaClinton's mom has got it going on! #POTUS #ChelseasMom #SemST	NONE
1893	Hillary Clinton	America needs a champion!-H  No thanks,@HillaryClinton we don't need a champion, especially if you're that "champion".   #SemST	FAVOR
1894	Hillary Clinton	Would that the rest of #us were able to escape from #Clinton as well #ClintonCorrectional #HillaryClinton #escapeClinton #SemST	NONE
1895	Hillary Clinton	@HillaryClinton Awesome video!  Vote for Chelsea's mom. #SemST	NONE
1896	Hillary Clinton	Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted #SemST	NONE
1897	Hillary Clinton	#CarlyFiorina on #hannity, very impressive. A serious presidential candidate vs. A bad actress. #SemST	NONE
1898	Hillary Clinton	@LeighStorz @jstines3 Totally agree, Hillary is an incompetent scandal ridden phony. #SemST	NONE
1899	Hillary Clinton	This Friday is, officially, Political Incorrectness day! All day say whatever you want and offend everyone! Yay! #tcot #2A #PC  #SemST	NONE
1900	Hillary Clinton	@FoxNews report shows U.S. State Department cannot locate 15 of Hillary Clinton's Private Emails.  Not so fast, Hillary! #SemST	NONE
1901	Hillary Clinton	@Callisto1947 @texasman2008 @AmyMek Hillary's new Campaign Slogan:  HILLARY - NOTHING TO HIDE EXCEPT THE TRUTH !!!  #TCOT #CCOT #SemST	NONE
1902	Hillary Clinton	I really need my new @HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there. #SemST	AGAINST
1903	Hillary Clinton	Donald Trump is a joke. His a simpleminded idiot, and I have nothing else to say about him. He can go FUCK him self. #SemST	NONE
1904	Hillary Clinton	@HillaryClinton @ca_hillary stand on the right side #SemST	NONE
1905	Hillary Clinton	@HillaryClinton said #AllLivesMatter just like she said marriage was between a man and a woman! Giver her a few more years #SemST	FAVOR
1906	Hillary Clinton	#HillaryDebateQuestion So you profess admiration for #MargaretSanger who wanted to rid the country of "negros". Explain please? #SemST	NONE
1907	Hillary Clinton	RT @mcirelli92: Hillary for the win #SemST	NONE
1908	Hillary Clinton	Y did #randpaul take donations from a #WhiteSupremacy group after shaking hands with black leaders? #BlackLivesMatter #gop #SemST	AGAINST
1909	Hillary Clinton	@clairecmc @RosieGray is that why she and @ClintonGlobal take that #Saudi money? #SaudiCables #SaudiCables #clinton2016 #SemST	NONE
1910	Hillary Clinton	@petefrt this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. #uniteright #SemST	NONE
1911	Hillary Clinton	@Molls30 @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam #SemST	FAVOR
1912	Hillary Clinton	@HillaryClinton Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO #SemST	NONE
1913	Hillary Clinton	My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton #SemST	NONE
1914	Hillary Clinton	I'm in a better place now that I got some coffee, now time to grow these grassroots   #sctweets #SemST	NONE
1915	Hillary Clinton	@SCOTUS_Scalia Right. Words no longer have meaning. Like Clintons,"It depends on what the meaning of 'is' is." More if we don't #SemST	NONE
1916	Hillary Clinton	@tedcruz won't be there. I'm supporting @HillaryClinton for President. #lgbtrights #ACAWorks #SemST	NONE
1917	Hillary Clinton	@GideonHenry First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling! #SemST	NONE
1918	Hillary Clinton	What a huge win for America! Today is absolutely historic. #EqualityWins #SCOTUSMarriage #SemST	NONE
1919	Hillary Clinton	My sexy daddy Obama had two wins this week. Happy for him & democrats   #SemST	NONE
1920	Hillary Clinton	@TODAYshow Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!! #SemST	NONE
1921	Hillary Clinton	@vacanti @samglover Maybe a woman should be President.  #SemST	FAVOR
1922	Hillary Clinton	Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue #SemST	NONE
1923	Hillary Clinton	#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST	NONE
1924	Hillary Clinton	Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope. #SemST	AGAINST
1925	Hillary Clinton	A Black President,Healthcare 4 all, Marriage Equality...what's next?..a Woman President?!Damn RIGHT! #SCOTUS #MarriageEquality #SemST	NONE
1926	Hillary Clinton	RT @muradguderian: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot #SemST	NONE
1927	Hillary Clinton	@CBSThisMorning Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME! #SemST	NONE
1928	Hillary Clinton	Who's monica Lewinsky's favorite football player? Ha-Ha Clinton Dix  #SemST	NONE
1929	Hillary Clinton	SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit. #SemST	NONE
1930	Hillary Clinton	Do America a favor, If you feel you must vote for a woman candidate, Vote for #Carly2016 who at least has integrity unlike #SemST	AGAINST
1931	Hillary Clinton	Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough #SemST	NONE
1932	Hillary Clinton	@pamnsc @TRPhrophet @RamblingMother Thank you for RTs!!! #WakeUpAmerica #dumpboehner #ditchmitch #SemST	NONE
1933	Hillary Clinton	@gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it. #SemST	NONE
1934	Hillary Clinton	Very excited to hear Sen. Klobuchar speak today! #SemST	NONE
1935	Hillary Clinton	@PolitiBunny @Seja75 @hubbit @HillaryClinton I'm voting in the Democrat primary this year...to support @BernieSanders.  #SemST	NONE
1936	Hillary Clinton	My liberty depends on you being free too. President Obama #SemST	NONE
1937	Hillary Clinton	@NRO Does @johnpodesta have any grasp on reality? I need more than 140 characters to address someone as naive as this man. #SemST	NONE
1938	Hillary Clinton	@JewboyDonny oh I know he won't he effed himself over in the beginning  #SemST	FAVOR
1939	Hillary Clinton	I called everyone I knew and raised $17,000 from ex-boyfriends - Sen. Klobuchar #SemST	FAVOR
1940	Hillary Clinton	Great that @HillaryClinton attended #ClementaPinckney 's funeral today!! #SemST	NONE
1941	Hillary Clinton	#WonderWoman movie, #TheMuppets TV show, #StarWarsVII, #MarriageEquaility #Obama. I guess I can leave social media now. Oh wait #SemST	AGAINST
1942	Hillary Clinton	@politico Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! #SemST	FAVOR
1943	Hillary Clinton	#LoveWins on the day I get my Hillary gear! #Yaaas #Pride #SemST	NONE
1944	Hillary Clinton	@thegirlwithfood though. But there are people saying they just aren't going to vote at all which is ridiculous so #SemST	FAVOR
1945	Hillary Clinton	RT @ZerlinaMaxwell: Huge cheer for universal child care and early childhood education. #SemST	AGAINST
1946	Hillary Clinton	Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human #SemST	AGAINST
1947	Hillary Clinton	@tedcruz @IamTheWindowMan  GET OUT OF MY STATE YOU BUM! #UniteBlue  #SemST	FAVOR
1948	Hillary Clinton	Whatever is the GOP going to do now with both marriage equality and the ACA? Going to be fun to watch! #SemST	NONE
1949	Hillary Clinton	@occupycorruptDC she ain't no ways tired of being a dumbass #SemST	AGAINST
1950	Hillary Clinton	I AM A CROOK...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport #SemST	NONE
1951	Hillary Clinton	@HillaryClinton Pretty sure you're gonna lose out on a lot of hypocritical #Christian votes by pretending to care about #LGBT #SemST	AGAINST
1952	Hillary Clinton	Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap #SemST	FAVOR
1953	Hillary Clinton	Let's shatter the glass ceiling! - @GerryConnolly #VAdems #SemST	AGAINST
1954	Hillary Clinton	@JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST	FAVOR
1955	Hillary Clinton	Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats #SemST	NONE
1956	Hillary Clinton	I think I'll take @JebBush over @BobbyJindal now.. and that is scary to say.  #badchristianvalues #SemST	NONE
1957	Hillary Clinton	@kimkennedy4 thats why they still have no voting rights. #SemST	AGAINST
1958	Hillary Clinton	@LaneLewis Thanks for the follow! #TheHRCSuperVols for #SemST	NONE
1959	Hillary Clinton	Sen. Kaine (D-VA) on #SCOTUSMarriage: "What a great victory! #SemST	FAVOR
1960	Hillary Clinton	I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens. #SemST	FAVOR
1961	Hillary Clinton	Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT #SemST	NONE
1962	Hillary Clinton	You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country #Benghazi #SemST	NONE
1963	Hillary Clinton	Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ #SemST	NONE
1964	Hillary Clinton	@Jeanelynn Thank you so much for the follow and the FAV, Jeane!!!  Gods' best to you! #WakeUpAmerica #SemST	FAVOR
1965	Hillary Clinton	My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it! #SemST	NONE
1966	Hillary Clinton	Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary #SemST	NONE
1967	Hillary Clinton	You cant fix stupid, might not be able to vote them out either. #SemST	AGAINST
1968	Hillary Clinton	If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him.  I don't take it back. #SemST	NONE
1969	Hillary Clinton	Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV  #SemST	NONE
1970	Hillary Clinton	@megynkelly anytime a liberal throws around words like "truth is" or "reality is" you know they're about to LIE! #SemST	NONE
1971	Hillary Clinton	@BuffaloBill71 @AramisFraino @pamnsc  Thank you so much for FAVs and RTs!!! #WakeUpAmerica #SemST	FAVOR
1972	Hillary Clinton	@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident #SemST	NONE
1973	Hillary Clinton	@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue #SemST	NONE
1974	Hillary Clinton	SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW #SemST	NONE
1975	Hillary Clinton	#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. #SemST	NONE
1976	Hillary Clinton	@HRCSnowShovel it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern #SemST	NONE
1977	Hillary Clinton	#HillaryClinton We've all been waiting for your rainbow-striped pantsuit  #fashionista #LoveWins #SemST	NONE
1978	Hillary Clinton	@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail #SemST	NONE
1979	Hillary Clinton	I always joke about anything political bc if I were serious I'd end up offending people and not realize it. #SemST	AGAINST
1980	Hillary Clinton	My dad told me he's voting for Hillary. I'm so proud. LOL #SemST	NONE
1981	Hillary Clinton	@dedicated_to_it i think the main problem is having your foot in your mouth in the first place. #SemST	AGAINST
1982	Hillary Clinton	Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye #SemST	FAVOR
1983	Hillary Clinton	I am just full of myself tonight  #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes #SemST	NONE
1984	Hillary Clinton	If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol #SemST	NONE
1985	Hillary Clinton	@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work! #SemST	AGAINST
1986	Hillary Clinton	@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS. #SemST	NONE
1987	Hillary Clinton	@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view? #SemST	NONE
1988	Hillary Clinton	@HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage. #SemST	NONE
1989	Hillary Clinton	@HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before. #SemST	NONE
1990	Hillary Clinton	@LaureneDiCillo @NBCNews @dl34l And why are major media outlets not exposing Hillary's blatant flip flopping on this issue. #SemST	NONE
1991	Hillary Clinton	WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC #SemST	FAVOR
1992	Hillary Clinton	@DRUDGE_REPORT We haven't even had the elections yet. #SemST	NONE
1993	Hillary Clinton	96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC #SemST	NONE
1994	Hillary Clinton	Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3 #SemST	FAVOR
1995	Hillary Clinton	Save an intern.... Keep Bill & Hillary out of the White House.  #SemST	FAVOR
1996	Hillary Clinton	@HillaryClinton Where are the #LGBT pride condoms #BillClinton used when he assaulted #MonicaLewinsky? #HillaryClinton #tlot #SemST	NONE
1997	Hillary Clinton	Fox News predicting 3 way marriage-gee we have the Mormons for that!  #morningjoe #unitedblue #SemST	NONE
1998	Hillary Clinton	@philadper2014 @LouiseKatina Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica #SemST	NONE
1999	Hillary Clinton	Madam President Clinton; you have all the gays vote. #jarrid #SemST	NONE
2000	Hillary Clinton	@debaterlife took me a minute to realize where this came from #SemST	NONE
2001	Hillary Clinton	@gerfingerpoken @jjauthor one can only hope #SemST	NONE
2002	Hillary Clinton	@ReCorwin She didn't even answer with a complete sentence LOL. #Legend #SemST	AGAINST
2003	Hillary Clinton	Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts. #SemST	AGAINST
2004	Hillary Clinton	@HillaryClinton So what's your goal for setting up victims for #BillClinton to assault? #HillaryClinton #ChelseasMom #tlot #SemST	NONE
2005	Hillary Clinton	Thanks @Chefs4Hillary for amazing noms for canvassing #FITN #SemST	NONE
2006	Hillary Clinton	@LindaSuhler and the sheeple will still vote for her #SemST	FAVOR
2007	Hillary Clinton	One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people. #SemST	NONE
2008	Hillary Clinton	@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016 #SemST	NONE
2009	Hillary Clinton	@GREG61032 @CarmineZozzora @Ash_Bell__  perfect definition of JIBBERISH  #UniteBlue #SemST	NONE
2010	Hillary Clinton	I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou #SemST	NONE
2011	Hillary Clinton	@nytimes this will cost them the 2016 election. #SemST	NONE
2012	Hillary Clinton	HillaryClinton Next up for legalization: Your pet goat, or your #pedophile neighbor 'dating' the 9 year old next door.. #SemST	AGAINST
2013	Hillary Clinton	@HillaryClinton Will #pervert #BillClinton be there if winner is teen girl? #HillaryClinton #Democrats #liberals #tlot #GOP #SemST	NONE
2014	Hillary Clinton	When you fav supports the wrong candidate  (@ladygaga)  #Bernie2016 #SemST	NONE
2015	Hillary Clinton	@koolkat14215 Haha, I LOVE your header! #SemST	NONE
2016	Hillary Clinton	I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks. #SemST	NONE
2017	Hillary Clinton	@Raging_D_RTR @CrimsonHotMess I'm for CHANGE and EQUALITY #SemST	NONE
2018	Hillary Clinton	.@Theblacksphere #Hillary took a #HypocriticalOath with a vow to do harm to all that cross her. Are you #ReadyForHillary  #GOP2016 #SemST	AGAINST
2019	Hillary Clinton	@lbush34 @HillaryClinton just defending my girl Hillary! #SemST	NONE
2020	Hillary Clinton	@larryelder The more Republicans  talk about social policy the better....for #SemST	NONE
2021	Hillary Clinton	The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue #SemST	FAVOR
2022	Hillary Clinton	@fuzislippers @KLSouth @gdebenedetti Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary #SemST	NONE
2023	Hillary Clinton	@LibtardLimbaugh @Mex38Tex @NRO Thanks so much for this article! #SemST	NONE
2024	Hillary Clinton	I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra #SemST	AGAINST
2025	Hillary Clinton	@JebBush Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation #SemST	FAVOR
2026	Hillary Clinton	@Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency. #SemST	FAVOR
2027	Hillary Clinton	Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016 #SemST	NONE
2028	Hillary Clinton	Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face. #SemST	AGAINST
2029	Hillary Clinton	Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? #AppleMusic  #SemST	FAVOR
2030	Hillary Clinton	if Hillary wins the election there's a chance we might move to Australia. #HILLARY4PRES #SemST	NONE
2031	Hillary Clinton	@ghostseven77 WE HAVE A TROLL ! #morningjoe #unitedblue #SemST	NONE
2032	Hillary Clinton	Dick Morris: @HillaryClinton is "fundamentally corrupt". He should know! #copolitics  #wcs15 #SemST	FAVOR
2033	Hillary Clinton	@WestonMartinez @crazytas62 Cruz needs to autograph bomb #SemST	NONE
2034	Hillary Clinton	@CidEloisa @DiggingLamb Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST	FAVOR
2035	Hillary Clinton	My how times have changed: @MartinOMalley has focused his attacks on @BernieSanders not @HillaryClinton #SemST	NONE
2036	Hillary Clinton	@moser_kristen  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy #SemST	NONE
2037	Hillary Clinton	& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote #SemST	NONE
2038	Hillary Clinton	Can't wait to get my #YaaasHillary shirt!  @HillaryClinton #SemST	NONE
2039	Hillary Clinton	@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll #SemST	FAVOR
2040	Hillary Clinton	@dhz26 I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST	NONE
2041	Hillary Clinton	H stands for Holding Back e-mails belonging to #WeThePeople #obstructingjustice #WakeUpAmerica #HillaryLiesMatter #UniteBIue #SemST	NONE
2042	Hillary Clinton	Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, Dems gotta stand together in 2016. #FeeltheBern #SemST	NONE
2043	Hillary Clinton	#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol #SemST	FAVOR
2044	Hillary Clinton	@WNTonight i love bernie because he ain't #SemST	NONE
2045	Hillary Clinton	Night, sleep tight, don't let Hillary bite. says @Tony_Tickets   "Nightmares" is all I say.  #SemST	NONE
2046	Hillary Clinton	@foxandfriends How could we support it if it was secret??? #NoHillary2016 #SemST	NONE
2047	Hillary Clinton	Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   #SemST	FAVOR
2048	Hillary Clinton	2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush #SemST	FAVOR
2049	Hillary Clinton	@HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U! #SemST	NONE
2050	Hillary Clinton	@awj9009 not at all I think the statute of limitations has expired plus I can always have a driver ala #SemST	AGAINST
2051	Hillary Clinton	Never vote for @RickSantorum "for the survival of our country" #LoveWins #SemST	NONE
2052	Hillary Clinton	@voxdotcom   #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL #SemST	NONE
2053	Hillary Clinton	@BDabs888 let's go shoot your now today. #SemST	NONE
2054	Hillary Clinton	I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  #SemST	AGAINST
2055	Hillary Clinton	Hillary LIES, yet people still desire her as the President of the United States. #sad #SemST	NONE
2056	Hillary Clinton	@17leete17 hahaha. He is some kind of special..  this is why Hillary's going to win! Hahaha. #SemST	NONE
2057	Hillary Clinton	@realDonaldTrump @MalachiNorris lol!!!!  That is one of the funniest things I've heard in a while!!!!  #SemST	NONE
2058	Hillary Clinton	Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot #SemST	NONE
2059	Hillary Clinton	Will the media ever get real with Hillary? #2016 #Benghazi #Clinton #SemST	NONE
2060	Hillary Clinton	Last week = Life (Obamacare, gay marriage)  Today = Death (air pollution, lethal injection)  Elections matter, y'all. #SCOTUS #SemST	NONE
2061	Hillary Clinton	Do you know what would REALLY PISS .@HillaryClinton OFF?  .@VP .@JoeBiden runs against her. LMAO!   #WakeUpAmerica No longer is #SemST	FAVOR
2062	Hillary Clinton	Is there a Govt restart button? Someone needs to push that thing. #RememberBenghazi2016 #PatriotsWillRise #SemST	NONE
2063	Hillary Clinton	Bad punning gets worse, not better, over time. Remember that, America #SemST	NONE
2064	Hillary Clinton	#Putin, the last thing the US needs right now is another #Clinton or #Bush in the White house. We're a dynasty now? #Jeb2016 #SemST	NONE
2065	Hillary Clinton	Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica #SemST	NONE
2066	Hillary Clinton	@GOP Of course @HillaryClinton is silent. That insures she doesn't have 2 stand 4 ANYTHING & less chance of offending voters #SemST	NONE
2067	Hillary Clinton	Don't you someday want to see a well qualified candidate by the president of the United States? #ReflectingHillary #SemST	FAVOR
2068	Hillary Clinton	It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC #SemST	NONE
2069	Hillary Clinton	Casually hangin' with @HillaryClinton on a conference call while taking a break at #ACUHOI. #SemST	NONE
2070	Hillary Clinton	Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT #SemST	NONE
2071	Hillary Clinton	Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC #SemST	NONE
2072	Hillary Clinton	#DemocRAT2014Slogans: "Why work? When you can VOTE DemocRAT - twice!" #tcot #SemST	NONE
2073	Hillary Clinton	@HillaryClinton Yes I can and will. #SemST	NONE
2074	Hillary Clinton	@HillaryClinton Yes! I am chipping in 5$ because we have faith in you. #SemST	AGAINST
